hash,ensemble_score,ensemble_label,pu,ae,aae,rf,et,xgb
0x3097830e9921e4063d334acb82f6a79374f76f0b1a8f857e89b89bc58df1f311,0.3333587012346693,Benign Tx,8.663585322210565e-05,0.9999786066261944,0.9999999061789481,0.0,0.0,6.343446443679568e-07
0x465a6780145f1efe3ab52f94c006065575712d2003d83d85481f3d110ed131d9,0.33279100874949363,Benign Tx,3.662242306745611e-06,0.9967429580012238,0.999994529889102,0.0,0.0,1.86018303338642e-06
0x47ac3527d02e6b9631c77fad1cdee7bfa77a8a7bfd4880dccbda5146ace4088f,0.25449495646289794,Benign Tx,9.99999993922529e-09,0.9845314953777213,0.5424381254710866,0.0,0.0,1.7679715824669984e-07
0x62bd3d31a7b75c098ccf28bc4d4af8c4a191b4b9e451fab4232258079e8b18c4,0.32066011369121966,Benign Tx,0.0035602450370788574,1.0,0.9168390134075901,0.0,0.0,1.7679983557172818e-06
0x138daa4cbeaa3db42eefcec26e234fc2c89a4aa17d6b1870fc460b2856fd11a6,0.3311149397249064,Benign Tx,1.927864559547743e-06,0.9995252041508474,0.9824950323301128,0.004937135709077098,0.002060666007253558,5.174927082407521e-07
0x1fe5a53405d00ce2f3e15b214c7486c69cbc5bf165cf9596e86f797f62e81914,0.33338151404664873,Benign Tx,0.0002176815614802763,0.999853155297449,0.999999999999998,0.0,0.0,8.487892273478792e-07
0x71a908be0bef6174bccc3d493becdfd28395d78898e355d451cb52f7bac38617,0.3103964904111661,Benign Tx,2.8975830446142936e-06,0.974755657928585,0.8876172356091088,0.0,0.0,3.8064482055233384e-07
0xa6f63fcb6bec8818864d96a5b1bb19e8bd85ee37b2cc916412e720988440b2aa,0.3331871451899781,Benign Tx,4.978529887011973e-06,0.9995888629584049,0.999523638677439,0.0,0.0,6.18666376794863e-07
0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,0.3160051273511697,Benign Tx,2.7058300489102294e-08,0.9959792450928262,0.9000511901527897,0.0,0.0,4.121172025861597e-07
0xe3f0d14cfb6076cabdc9057001c3fafe28767a192e88005bc37bd7d385a1116a,0.6697441156443029,Malicious Tx,0.9984108209609985,1.0,1.0,0.011508055818549242,0.02093772351108408,1.8798586097545922e-05
0x2bb955b94aa5e2cc0854e23b58268d89aab93e17cb8b11c61996d875f1cc64f9,0.32000401510940374,Benign Tx,6.696006312267855e-05,0.9999999706041408,0.9198895756561112,0.0,0.0,9.364048878524045e-07
0x454c858e7f7b11706335225c72b1eaee13a215e8657a4ae699669d6f1cd18550,0.2603101976360114,Benign Tx,9.215328645950649e-06,0.9952232453816333,0.5666193818165058,0.0,0.0,1.9194095557395485e-07
0x8222caee8d1e1188f7a99af8315486a828aaf3432b6528a8e45b9f1bb73653e3,0.3195197240024506,Benign Tx,6.028458443552154e-08,0.9997651424397003,0.917352916052088,0.0,0.0,2.474306199928833e-07
0x4b2a2d03b3dc136ef94ebe2f3bc36231b104172bcb598104730898f7d81a55db,0.30464602586163064,Benign Tx,3.170486161252484e-05,0.9999881115329466,0.8261676486247422,0.0,0.0024850894632206764,3.884700845446787e-07
0x787980ae064cba2430213ffe14bff6fd71193983055725dcf185341bab68811e,0.2755944978508419,Benign Tx,5.614834464040541e-08,0.9132707755304288,0.7402958183236512,0.0,0.0,4.2143142309214454e-07
0x6957ccca95ad6a7f2d698a2362f4881591ff18f18cbc5edb149ce490521639a6,0.2730515043108092,Benign Tx,1.1136392458865885e-05,0.9987164952933214,0.6395693904613184,0.0,0.0,1.3009879467063001e-06
0xa34d79cbe9aef1bf07692885b353d85912523dfc4662611d33dd09ff6c319c85,0.3257487684072413,Benign Tx,0.000891727686394006,0.999884871515001,0.952823863682428,0.0,0.0,6.298098469414981e-07
0xef7f6864a93f8d10dd8fafbe75b041db8c282159fe43632c26a29f176894678e,0.32838596916048135,Benign Tx,1.6998670560042228e-07,0.9770181671542306,0.9932970476081404,0.0,0.0,3.903406593508407e-07
0x04b166e7b4ab5105a8e9c85f08f6346de1c66368687215b0e0b58d6e5002bc32,0.2505477836212107,Benign Tx,9.99999993922529e-09,1.0,0.5032861992387385,0.0,0.0,7.532094059570227e-07
0x11d069cbe4490cc483b1ae2e77c9c79493213347b42a8dec2ded25724e2f1835,0.35788713189952975,Benign Tx,0.0736611858010292,0.9999999999999544,0.9999999999999997,0.0,0.0,6.296927494986448e-07
0x40be81f859227aa952e70fe1f5e8c84feed6aa3c2a4d6bf38125cd6bc222560a,0.3657557170253527,Benign Tx,0.09726689010858536,1.0,1.0,0.0,0.0,7.829024184502487e-07
0x3610d3e3f2381c73f4bd128df9be90de87482802f30712dd555619b8bf3462a4,0.38209210533640064,Benign Tx,0.1462760865688324,1.0,1.0,0.0,0.0,6.883211085551011e-07
0x43ff7e01423044cfb501b4fe9ef1386725c0ddc117dadd6e6620cb68bdeaf4f9,0.36618463309804444,Benign Tx,0.09855378419160843,0.9999999999997955,1.0,0.0,0.0,3.453078818438371e-07
0x542838429f32b49d71264cc1036bb7cfd66824613ba0c437f7ce4269edb58f74,0.3936579010839978,Benign Tx,0.18097324669361115,1.0,1.0,0.0,0.0,1.3696751466341084e-06
0xbb9aac794415b2fbe2c947fe37ebb29c75526c150d33dd408ccddbcb52534828,0.3465981074586466,Benign Tx,0.03979407623410225,1.0,1.0,0.0,0.0,7.384255127362849e-07
0x8e28bc58897f35e71b727f3066ae57b4d597014db6778bbf70838347c112e0e1,0.34144175567418716,Benign Tx,0.02432507462799549,1.0,1.0,0.0,0.0,5.771836981693923e-07
0x6ac2d60c8f48144f2adb10ab161efdd491a791c6a666c450d4b33c6889fc0925,0.34256159819295184,Benign Tx,0.027684686705470085,1.0,1.0,0.0,0.0,3.2362015645048814e-07
0xea3480f1f1d1f0b32283f8f282ce16403fe22ede35c0b71a732193e56c5c45e8,0.33589825324574446,Benign Tx,0.006872744765132666,1.0,1.0,0.0,0.0024654832347140066,5.616815883513482e-07
0x578a195e05f04b19fd8af6358dc6407aa1add87c3167f053beb990d6b4735f26,0.33513733044689564,Benign Tx,0.005446848925203085,0.9999296903583035,0.9999999979208787,0.0,0.0,8.948276786213682e-07
0x8db0ef33024c47200d47d8e97b0fcfc4b51de1820dfb4e911f0e3fb0a4053138,0.6954180437926615,Malicious Tx,0.9975269436836243,1.0,1.0,0.2065066187041387,0.059389494766522805,0.0002854496124200523
0x93a033917fcdbd5fe8ae24e9fe22f002949cba2f621a1c43a54f6519479caceb,0.3658073237624472,Benign Tx,0.09742175787687302,1.0,1.0,0.0,0.0,6.402314056686009e-07
0xe855cc3bad87933bf742fd474bd0ae0ec58d45e9c1a0643b9700dafe8faf0864,0.6939598463713617,Malicious Tx,0.9978864789009094,1.0,1.0,0.1508651537007071,0.10107531167385561,3.8715264963684604e-05
0xeb87ebc0a18aca7d2a9ffcabf61aa69c9e8d3c6efade9e2303f8857717fb9eb7,0.6810973206753556,Malicious Tx,0.9762005805969238,1.0,1.0,0.1940075253118787,0.007258094021595151,8.524953955202363e-06
0xefc4ac015069fdf9946997be0459db44c0491221159220be782454c32ec2d651,0.18627397694867462,Benign Tx,6.971558264012856e-07,0.3189661274865404,0.7986758431805614,0.0,0.0,7.450699399669247e-07
0xcb0ad9da33ecabf75df0a24aabf8a4517e4a7c5b1b2f11fee3b6a1ad9299a282,0.28732530486443225,Benign Tx,2.2485158979179687e-07,0.8361283967326069,0.8878226893545615,0.0,0.0,4.4009436805936275e-07
0xd55e43c1602b28d4fd4667ee445d570c8f298f5401cf04e62ec329759ecda95d,0.38864588677713074,Benign Tx,0.16458745300769806,1.0,1.0,0.0016436387574684864,0.0024047710657945443,2.212147819591337e-06
0xa84aa065ce61dbb1eb50ab6ae67fc31a9da50dd2c74eefd561661bfce2f1620c,0.33281965953345805,Benign Tx,5.65800428375951e-06,1.0,0.9969065091526403,0.0,0.0,1.9805931117389264e-07
0x2e7dc8b2fb7e25fd00ed9565dcc0ad4546363171d5e00f196d48103983ae477c,0.6563993910293727,Malicious Tx,0.9533645510673523,1.0,1.0,0.03781294947400807,0.009682390399347662,5.526188942894805e-06
0xb676d789bb8b66a08105c844a49c2bcffb400e5c1cfabd4bc30cca4bff3c9801,0.2881562780472776,Benign Tx,1.7478873814980034e-06,1.0,0.7289341085837413,0.0,0.0,9.588774219082552e-08
0xc93eb238ff42632525e990119d3edc7775299a70b56e54d83ec4f53736400964,0.33322800276196607,Benign Tx,1.1825044943236662e-08,0.9999999999999993,0.9993677782192825,0.0,0.0,3.2205363709181256e-07
0xcd99fadd7e28a42a063e07d9d86f67c88e10a7afe5921bd28cd1124924ae2052,0.3269319449141331,Benign Tx,9.99999993922529e-09,1.0,0.9615914366579414,0.0,0.0,3.3679168609523913e-07
0xe928d5de53bea42231d0dd140a3f761adb93081038a368591eb1166168297bdc,0.3330659492229458,Benign Tx,9.99999993922529e-09,0.9984099960854598,0.9999852145783223,0.0,0.0,7.268816375471943e-07
0x6e6e556a5685980317cb2afdb628ed4a845b3cbd1c98bdaffd0561cb2c4790fa,0.6784135756059386,Malicious Tx,0.9985173344612122,1.0,1.0,0.06616510468581538,0.04399389843759152,1.117394640459679e-05
0x006763dff653ecddfd3681181a29e7e6d6c2aaa7bafb27fe1376f3f7ce367c1e,0.6920750817201955,Malicious Tx,0.9973293542861938,1.0,1.0,0.21590556741952066,0.020740965411356675,4.113979230169207e-05
0x2a027c8b915c3737942f512fc5d26fd15752d0332353b3059de771a35a606c2d,0.3287448520010492,Benign Tx,3.1822801247471943e-06,0.9788509268251984,0.9936115556109927,0.0,0.0,3.97514781980135e-07
0x0788ba222970c7c68a738b0e08fb197e669e61f9b226ceec4cab9b85abe8cceb,0.6476437935365608,Malicious Tx,0.9279784560203552,1.0,1.0,0.004933030109940584,0.038843882568125765,0.0010818610899150372
0x7ac4a98599596adbf12fffa2bd23e2a2d2ac7e8989b6ea043fcc412a29126555,0.7177355250675844,Malicious Tx,0.9934740662574768,1.0,1.0,0.46487642087406955,0.0143061686208668,1.4937340893084183e-05
0x8b74995d1d61d3d7547575649136b8765acb22882960f0636941c44ec7bbe146,0.33406783433024295,Benign Tx,8.862467439030297e-06,1.0,1.0,0.006583109792017233,0.0,8.117778520499996e-07
0xc087fbd68b9349b71838982e789e204454bfd00eebf9c8e101574376eb990d92,0.3333327276391015,Benign Tx,3.456125696743584e-08,1.0,0.9999958126698061,0.0,0.0,7.260634333761118e-07
0xbc08860cd0a08289c41033bdc84b2bb2b0c54a51ceae59620ed9904384287a38,0.3314684014533401,Benign Tx,9.99999993922529e-09,0.9999999999989306,0.9888100349178566,0.0,0.0,5.473730766425433e-07
0x8af9b5fb3e2e3df8659ffb2e0f0c1f4c90d5a80f4f6fccef143b823ce673fb60,0.26100954198092957,Benign Tx,5.612649829345173e-07,0.6187488535705297,0.9473070972776283,0.0,0.0,2.6776118033922103e-07
0xf7c21600452939a81b599017ee24ee0dfd92aaaccd0a55d02819a7658a6ef635,0.6314092000551168,Malicious Tx,0.8030433058738708,1.0,1.0,0.2564163183389914,0.01709688914966882,3.967538577853702e-05
0xfeedbf51b4e2338e38171f6e19501327294ab1907ab44cfd2d7e7336c975ace7,0.6521675211658977,Malicious Tx,0.900300145149231,1.0,1.0,0.15441369246716596,0.014185463297799503,8.099280421447475e-06
0x53eeab4447db331dbb47f93fd58a95d6faa230d559acde0687f8b5f5829e7a45,0.6063536686777217,Malicious Tx,0.812778115272522,1.0,1.0,0.016397278585708316,0.0024129124224155874,3.848127380479127e-05
0x573199feba92ab6577847f2baa634ec84845d96474af31ca81a6b82ab3a4178f,0.6009239279347153,Malicious Tx,0.8019582033157349,1.0,1.0,0.0,0.0023626512096773774,7.809025555616245e-05
0xdfbfb0387129541c65934e71deee404ea70de6629258ae49d9f24bcf6e866ea6,0.3290600770923432,Benign Tx,1.9065020069319871e-06,0.9994344057307541,0.9749217495659915,0.0,0.0,7.413799494315754e-07
0xb56e984a866afed36ccf28c2a659845f5529d7de3f609d67c16c20e337c106fc,0.25532836299058126,Benign Tx,1.73694352270104e-05,0.5350274902674071,0.996907728840979,0.0,0.0,3.299469710782432e-07
0x09a3a12d58b0bb80e33e3fb8e282728551dc430c65d1e520fe0009ec519d75e8,0.5073507714543289,Malicious Tx,0.5164090394973755,1.0,1.0,0.004924983414852023,0.011919448600740923,8.539258124073967e-05
0x396a83df7361519416a6dc960d394e689dd0f158095cbc6a6c387640716f5475,0.665383410378232,Malicious Tx,0.9918428659439087,1.0,1.0,0.003274365646417003,0.009623564713564698,2.4165212380466983e-05
0x1a7ee0a7efc70ed7429edef069a1dd001fbff378748d91f17ab1876dc6d10392,0.33570874948378515,Benign Tx,2.06773233912827e-06,1.0,1.0,0.02137120731748191,0.0,1.334839566879964e-06
0x485e08dc2b6a4b3aeadcb89c3d18a37666dc7d9424961a2091d6b3696792f0f3,0.6671446381983206,Malicious Tx,0.99277663230896,1.0,1.0,0.01639347370301085,0.009525303138702274,5.307001629262231e-05
0x51ce3d9cfc85c1f6a532b908bb2debb16c7569eb8b76effe614016aac6635f65,0.3377182968175387,Benign Tx,0.013154705986380577,1.0,1.0,0.0,0.0,5.533987064154644e-07
0x4d8d7e6f2bdc49e724b8d2a0241cf31d0911a230fa17230c7f025cead1842e93,0.3690285207852744,Benign Tx,0.10708530992269516,0.9999999926763192,1.0,0.0,0.0,7.682849059165164e-07
0xec7523660f8b66d9e4a5931d97ad8b30acc679c973b20038ba4c15d4336b393d,0.28193491285007105,Benign Tx,9.99999993922529e-09,0.9999999998531668,0.691609129246322,0.0,0.0,5.101572355670214e-07
0xbc8c30b7db136e97251eaa9897853ddf125f155b7c63bbe4c06d704384a40556,0.3332503351260326,Benign Tx,2.5211276806658134e-05,0.9999999999999688,0.9994513972452197,0.0,0.0,2.8643609084610944e-07
0x97201900198d0054a2f7a914f5625591feb6a18e7fc6bb4f0c964b967a6c15f6,0.3178333423144473,Benign Tx,9.99999993922529e-09,0.999998271205397,0.9070016032257804,0.0,0.0,2.6449657752891653e-07
0x591d054a9db63f0976e533f447df482bed5f24d7429646570b2108a67e24ce54,0.6667697572879338,Malicious Tx,0.9890589118003845,1.0,1.0,0.009854745290181993,0.023890274860928113,6.060039140720619e-06
0x032c9e7fa7d1697fa64fd4a59f0d08278d27aa537525e9bd17f71f01d36b8b6a,0.7118430502656465,Malicious Tx,0.9956398010253906,1.0,1.0,0.37222624050314573,0.04740717795991444,3.463085158728063e-05
0x1ea0a2e88efceccb2dd93e6e5cb89e5421666caeefb1e6fc41b68168373da342,0.3461308109217498,Benign Tx,0.03839155286550522,1.0,1.0,0.0,0.0,2.6396992325317115e-06
0xc6c3331fa8c2d30e1ef208424c08c039a89e510df2fb6ae31e5aa40722e28fd6,0.7106927348226886,Malicious Tx,0.9947423934936523,1.0,1.0,0.3886103152696368,0.02338784229921647,9.27535438677296e-06
0x04e16a79ff928db2fa88619cdd045cdfc7979a61d836c9c9e585b3d6f6d8bc31,0.33488832571602384,Benign Tx,3.199828279321082e-05,1.0,1.0,0.011508089635700706,0.002388230798624313,2.616161509649828e-06
0x2a50db3dac1b4468d226deb53cb34737669b5f93848ac04d4e296ade06f9876c,0.34678410037000484,Benign Tx,0.019978970289230347,1.0,0.9999998907353516,0.0345273750882318,0.026575681331879607,1.7099939213949256e-05
0x995e880635f4a7462a420a58527023f946710167ea4c6c093d7d193062a33b01,0.4242504969107201,Benign Tx,0.23585954308509827,0.9999999717871639,0.99970943927649,0.09871267831500032,0.012367634945906661,3.141308479825966e-05
0xb95f56a93af1dbf477b2c527e186cc37aa4a973f8007717ff6c58ac62eb28a62,0.6329938806831635,Malicious Tx,0.8970889449119568,0.9999999999999232,1.0,0.003284795430262011,0.0023626512096773774,3.064477277803235e-05
0xcf834aff4de9992f5da9c443600dad9c6277a8a00de5007842fece51564992db,0.31373100372723167,Benign Tx,2.5496996386209503e-05,0.9999999999865579,0.8812418209994111,0.0016394560678236678,0.0,3.550091491888452e-07
0x26a83db7e28838dd9fee6fb7314ae58dcc6aee9a20bf224c386ff5e80f7e4cf2,0.3593531119088705,Benign Tx,0.024285292252898216,1.0,1.0,0.16122679135845772,0.0,9.53390626818873e-05
0xdb4616b89ad82062787a4e924d520639791302476484b9a6eca5126f79b6d877,0.6962317059771328,Malicious Tx,0.9804236888885498,1.0,1.0,0.32004614814276683,0.004747685495855174,2.0453489923966117e-05
0x2cc3c3cfbdf04441f3349e49768c909ac252ace6f78b24a25d4700a47883514a,0.33955083014336646,Benign Tx,0.018652403727173805,1.0,1.0,0.0,0.0,2.601087771836319e-07
0xd9b3e229acc755881890394cc76fde0d7b83b1abd4d046b0f69c1fd9fd495ff6,0.3383681225498094,Benign Tx,0.01510411873459816,1.0,1.0,0.0,0.0,7.467444902431453e-07
0x03543ef96c26d6c79ff6c24219c686ae6d0eb5453b322e54d3b6a5ce456385e5,0.2927825941908644,Benign Tx,3.3764584372875106e-07,0.7567411381006721,0.9999534248524641,0.0,0.0,4.903505441689049e-07
0x5a63da39b5b83fccdd825fed0226f330f802e995b8e49e19fbdd246876c67e1f,0.3117159365388794,Benign Tx,9.93199682852719e-06,0.9824634298567141,0.8878111408486689,0.0,0.0,1.776801354935742e-06
0x7acc896b8d82874c67127ff3359d7437a15fdb4229ed83da00da1f4d8370764e,0.33333335222888,Benign Tx,9.99999993922529e-09,0.9999999999295563,0.9999999122220286,0.0,0.0,2.807780674629612e-07
0xbeefd8faba2aa82704afe821fd41b670319203dd9090f7af8affdf6bcfec2d61,0.7153078508129955,Malicious Tx,0.9976243376731873,1.0,1.0,0.40726561773846653,0.037551506657401555,8.051990153035149e-05
0x75e3aeb00df69882a1b15d424e5e642650326ca3b923d7fd1922d57c51bc2c78,0.3335391683392976,Benign Tx,6.626248068641871e-05,1.0,1.0,0.001648488229556834,0.0,5.239382062427467e-06
0x06d7e7436414c658a33452d28400799f3637e83930dcec39b3bd065dabc6ef04,0.3108128401866182,Benign Tx,1.3725603821512777e-05,0.900702939595903,0.9641464179091928,0.0,0.0,3.486104560579406e-07
0x23fcf9d4517f7cc39815b09b0a80c023ab2c8196c826c93b4100f2e26b701286,0.42557661529944746,Benign Tx,0.2767294645309448,0.999999999999948,1.0,0.0,0.0,1.1441022707003867e-06
0xf0464b01d962f714eee9d4392b2494524d0e10ce3eb3723873afd1346b8b06e4,0.3322070176586025,Benign Tx,1.7220265817741165e-06,0.9958243950417314,0.9974139440014109,0.0,0.0,4.842829639528645e-07
0x6da8f7cb19d6e56cd9b74298677986b3b55cb9db902175c2627b7d57a85e820d,0.4025320972224958,Benign Tx,0.2075960636138916,0.9999999999999947,1.0,0.0,0.0,6.841607955720974e-07
0x6e1baa7ade5bbbabd1cefeb807327aec6082b8b467b9ff74772959c27520c743,0.3998780710773652,Benign Tx,0.19963401556015015,0.9999999999999973,1.0,0.0,0.0,5.930158408773423e-07
0xee02781eda4108f8fb3cca8355218961ad3a3e769b3de8a869acb8ed1654a67e,0.4001952402591747,Benign Tx,0.19976305961608887,0.9999999999999989,1.0,0.0,0.0024654832347140066,2.5002495931403246e-06
0x9f3712672be7a120757d42fbe15ceefe9578914946bacbd0f3531e7fb7305576,0.3958221809830633,Benign Tx,0.18746627867221832,0.9999999999999981,1.0,0.0,0.0,7.928309173621528e-07
0xb82239e256404e94edd650c68cea92e146c2f361a09eea11b02624eeaffbaae1,0.4103436451596579,Benign Tx,0.2302086055278778,0.9999999999897775,1.0,0.0,0.0024654832347140066,1.5066339074110147e-06
0x57b736acc7a71a5d7d28f0abcf2d0b6553623ad480464ec347ebb30ab05aae33,0.33916339578194254,Benign Tx,0.016668101772665977,1.0,1.0,0.0,0.0024654832347140066,7.734847713436466e-07
0x398a7ea42fab5228200835141bb732843b33943a8cf63bf16104568ccdfded62,0.33333235974239556,Benign Tx,1.0594914101602626e-07,1.0,0.9999938296014205,0.0,0.0,1.7543200669933867e-07
0x45534e2b0d807a4b427498b973e6e02bab0ca6857b29e7c0888e9f3e03fcc0e5,0.35548030842548745,Benign Tx,0.06644070893526077,1.0,1.0,0.0,0.0,6.490236046374775e-07
0x30fef86a72ea7e1109ffeae572439995c78561ffeb968dcbd61c609efc60fdd9,0.3359947135371518,Benign Tx,0.00715922936797142,0.9999999761847704,0.9999994560194854,0.0,0.002475033103567775,5.523205004465126e-07
0x610c0f7b64567fa173c701ec106acb192f6ccda5492e2c1d2e39c8a43493f954,0.35633960053731545,Benign Tx,0.06901849806308746,1.0,1.0,0.0,0.0,9.106465768127237e-07
0x68c900fb23f766ee989b73c9845cc1d98ceadbd36f586e2db47d5acfe60857e2,0.32906508682633706,Benign Tx,9.99999993922529e-09,0.9999999936145122,0.9743901823881573,0.0,0.0,5.157225473340077e-07
0x871cbbf381295e1c1f9014e036d2a6e860ad7571fdee03a10a40be6a905fc499,0.3365353335293169,Benign Tx,0.009605432860553265,1.0,1.0,0.0,0.0,1.7031821926138946e-06
0xbe79c19ab998540e35a514b24ce65c1857c5604e6c0f8f2b485a53002cf02739,0.34890955907200627,Benign Tx,0.046728502959012985,1.0,1.0,0.0,0.0,5.227710175859102e-07
0xbe86b5b967a67365e7430ddd1bdf24556c64d1f6ab1e0898c67cf18c62ee584b,0.33762770210877435,Benign Tx,0.012882894836366177,1.0,1.0,0.0,0.0,6.344698704197071e-07
0x71369909c1473635961d7618484705b6a83faf55e0e6b6f885ad0c9ed0d97d56,0.36583511717680667,Benign Tx,0.09750513732433319,1.0,1.0,0.0,0.0,6.426182608265663e-07
0xfcba2c38617edab9abf146bf4381edd2674873cc7bae9c6ba505a45e03a7228b,0.33152450332740313,Benign Tx,2.1352088879211806e-06,0.9999999996093907,0.9891426253224096,0.0,0.0,1.8692226433358883e-07
0x4019890fe5a5bd527cd3b9f7ee6d94e55b331709b703317860d028745e33a8ca,0.3236906444037323,Benign Tx,9.99999993922529e-09,0.9889874676906834,0.9531562679797301,0.0,0.0,1.9612390644851985e-07
0xdd6e9625a9f9d7d91b00aad8d4bbfdc1fef4553a0b21b6f26a4a29cdfcbb4889,0.34683094224907207,Benign Tx,0.04049269109964371,1.0,1.0,0.0,0.0,4.069427177455509e-07
0xc12a4155c2c90707138e4aef8883c8f724371145823e2f661f19b93e5b3a9d6e,0.3209310282564134,Benign Tx,9.99999993922529e-09,1.0,0.9255858540993055,0.0,0.0,4.6686659516126383e-07
0x35a73969f582872c25c96c48d8bb31c23eab8a49c19282c67509b96186734e60,0.3355730729101176,Benign Tx,0.005897137336432934,1.0,1.0,0.0,0.0024654832347140066,7.609470458191936e-07
0x1e73c4205822c28a5cb85fa354771bb4a72eb1778b68932e7ab7ba9559db09ec,0.32599587947941316,Benign Tx,7.017519965302199e-05,0.9999999999386419,0.9481756390402759,0.011488650131438032,0.0,2.8111594474466983e-07
